,idmb_id,Remarks,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
116,tt0074292,"film about army's pursuit of stolen biological agent and decision to kill everyone on train to hide existence of disease. important for comment by burt lancaster as colonel in charge of destroying train   i know you do not think much of the military anymore, but i do my job and do it well. comment is a clear reflection of how the post vietnam military was viewed in late 1970s","[0.5438667, 0.14205977, 0.31407353]",0,"[0.59855515, 0.17183855, 0.22960629]",0,"[0.51319736, 0.3485667, 0.13823591]",0,"[0.5237141, 0.23814651, 0.23813942]",0,"[0.857342, 0.08901523, 0.053642765]",0,"[0.5915515, 0.15614377, 0.2523047]",0
117,tt0064137,another army world war ii story made in europe without assistance requested.,"[0.52708304, 0.41176805, 0.061148882]",0,"[0.4642996, 0.47217765, 0.06352278]",1,"[0.60738397, 0.29006165, 0.102554396]",0,"[0.39130786, 0.57040447, 0.038287673]",1,"[0.7180329, 0.09365186, 0.18831523]",0,"[0.694125, 0.25591084, 0.049964212]",0
118,tt0097027,"combat film which captures a popular view of the nature of the american experience in vietnam. squad sent on recon mission kidnaps vietnamese girl, rape fer, and ultimately kill her. based on true story which appeared first in the new yorker and then in book form. the one soldier who did not take part in sexual abuse reported what happened and men were court martialed and sentenced to prison but did not serve time. hero portrayed as villain for reporting crime.","[0.1879228, 0.8055907, 0.006486438]",1,"[0.23619546, 0.75708646, 0.006718098]",1,"[0.36492437, 0.566501, 0.068574645]",1,"[0.28367293, 0.68532056, 0.031006554]",1,"[0.77393997, 0.20497057, 0.021089379]",0,"[0.39903042, 0.55319417, 0.047775373]",1
119,tt0065528,movie based on classic american novel about the absurdities of war. director mike nichols created his own air force of b bombers for filming in mexico. film was not a popular success in part because people who had not read the novel came to theater expecting to see a combat movie. described as a noble failure by some critics,"[0.0250763, 0.96808374, 0.0068400325]",1,"[0.03432577, 0.9592443, 0.006429868]",1,"[0.67598945, 0.27056634, 0.053444218]",0,"[0.011352165, 0.9827104, 0.0059374226]",1,"[0.4521959, 0.2779432, 0.26986095]",0,"[0.016956842, 0.9770098, 0.0060333316]",1
120,tt0042324,"about development of american jet fighters, opens with u.s. bombers being attacked by german jets with fade to test piloting.","[0.49170223, 0.4937726, 0.014525148]",1,"[0.3537395, 0.63455033, 0.0117102545]",1,"[0.49750802, 0.45754266, 0.044949245]",0,"[0.39208883, 0.5871814, 0.020729773]",1,"[0.96056354, 0.031593237, 0.0078432]",0,"[0.5031707, 0.47898042, 0.017848853]",0
121,tt0109403,"national guard asked dod for permission to provide a motor pool and vehicles to substitute for the navy one in the script. we said no, did not meet dod criteria for support. production company informally sought navy cooperation. after informal negotiations, company agreed that the changes we wanted were too much to accommodate. in may; 1993, south carolina national guard asked dod for permission to provide a motor pool","[0.7319464, 0.24828973, 0.019763876]",0,"[0.643333, 0.34170562, 0.014961399]",0,"[0.7789972, 0.17842388, 0.042578958]",0,"[0.85312104, 0.09808633, 0.04879262]",0,"[0.7254152, 0.2597413, 0.014843529]",0,"[0.79697484, 0.18099548, 0.022029748]",0
122,tt0539766,approved by the department and by jcs for admiral crowe to appear as himself on an episode of cheers,"[0.4712433, 0.045680583, 0.48307616]",2,"[0.6100969, 0.25657007, 0.1333331]",0,"[0.25587857, 0.041528154, 0.70259327]",2,"[0.16179359, 0.020130122, 0.8180763]",2,"[0.8353911, 0.053559106, 0.11104981]",0,"[0.13167284, 0.012235869, 0.8560913]",2
123,tt0094433,dod concluded that the series did not portray the military or any organization associated with it in a favorable light. the overall tone and accuracy of the film were unacceptable.,"[0.006401139, 0.96598846, 0.027610395]",1,"[0.0055743894, 0.9838397, 0.010585881]",1,"[0.0066664806, 0.97675294, 0.016580563]",1,"[0.005577603, 0.9857798, 0.008642497]",1,"[0.01051293, 0.96558225, 0.023904769]",1,"[0.003295931, 0.98973465, 0.006969406]",1
124,tt0099262,"the defense department and the department of the army approved the script, providing some minor changes be made. after changes, the script was quite accurate so use of ft. lewis was granted","[0.762607, 0.042399347, 0.19499372]",0,"[0.672376, 0.03898462, 0.28863946]",0,"[0.7546488, 0.095133305, 0.15021794]",0,"[0.754484, 0.07268297, 0.172833]",0,"[0.892254, 0.076769136, 0.030976921]",0,"[0.8228476, 0.104291454, 0.072860934]",0
125,tt0069883,"director and film company negotiated for a long time seeking cooperation. sticking point was that sailor goes awol to take care of boy whose mother is a prostitute. ultimately reached a tentative agreement, but then chief of information decided that film perpetuated negative image of navy resulting from the vietnam war even though vietnam is not mention ed and is not subject after final turndown, filmmakers returned to original script","[0.029771434, 0.9646952, 0.0055333213]",1,"[0.02139641, 0.97466624, 0.0039373934]",1,"[0.018805418, 0.97509, 0.0061045703]",1,"[0.0076504005, 0.98722297, 0.0051266784]",1,"[0.39809853, 0.5830203, 0.018881166]",1,"[0.028211849, 0.9654366, 0.006351578]",1
126,tt0103973,"no military aspect to picture, no benefit to military declined use of air national guard facility and equipment to be used in an unimportant scene. received critical praise","[0.20410103, 0.5725662, 0.22333275]",1,"[0.2176646, 0.4488426, 0.33349282]",1,"[0.19823717, 0.37995315, 0.4218097]",2,"[0.2022367, 0.50142133, 0.296342]",1,"[0.25751644, 0.41060624, 0.33187735]",1,"[0.2152682, 0.4851902, 0.29954162]",1
127,tt0014779,"early west point story, filmed at academy using historic settling to attract audiences and aid recruiting","[0.7261246, 0.20012802, 0.07374739]",0,"[0.50256264, 0.44757017, 0.04986714]",0,"[0.41762748, 0.48551586, 0.09685666]",1,"[0.377839, 0.55502003, 0.06714099]",1,"[0.8105479, 0.12877028, 0.06068188]",0,"[0.6135009, 0.18164347, 0.20485564]",0
128,tt0109444,"requested aircraft, ships, locations. after an extended period of script negotiations, approved assistance. use of aircraft carrier to launch attack on drug lords","[0.8231318, 0.050062396, 0.12680577]",0,"[0.83014274, 0.09168469, 0.07817258]",0,"[0.78178716, 0.04144559, 0.17676723]",0,"[0.85659146, 0.028513793, 0.11489477]",0,"[0.9459566, 0.038667604, 0.015375792]",0,"[0.81190795, 0.06307197, 0.12502012]",0
129,tt0109446,company requested to use national guard hangar and extras to enact scene in which the client is accepted into the federal witness protection program under heavy fbi or national guard security. fbi said portrayal is realistic. approved support,"[0.6269266, 0.26460314, 0.108470276]",0,"[0.5190551, 0.40400127, 0.07694365]",0,"[0.55015963, 0.33673155, 0.113108814]",0,"[0.53699195, 0.36190486, 0.10110321]",0,"[0.6486002, 0.28169823, 0.069701605]",0,"[0.59163904, 0.3223304, 0.08603057]",0
130,tt0045633,"full navy cooperation, ships, men and equipment for story set in battle of coral sea","[0.0007582241, 0.0010538014, 0.99818796]",2,"[0.0013535037, 0.0020291812, 0.99661726]",2,"[0.0030667777, 0.0035516021, 0.9933816]",2,"[0.00057895685, 0.000958056, 0.99846303]",2,"[0.0054477, 0.0052998783, 0.98925245]",2,"[0.0011762026, 0.0015018116, 0.997322]",2
131,tt0075860,studio wanted use of a large hanger in which to film final sequence when alien spaceship lands. air force refused to assist on the grounds that it had denied the existence of ufos or aliens and so it was not appropriate to cooperate.,"[0.040546022, 0.94920087, 0.010253177]",1,"[0.04262253, 0.94781566, 0.00956185]",1,"[0.003970132, 0.98941493, 0.00661489]",1,"[0.037429124, 0.9464999, 0.01607105]",1,"[0.40998486, 0.555666, 0.034349054]",1,"[0.074746646, 0.90520674, 0.02004657]",1
132,tt0019776,"marines in peacetime, chasing women, etc.","[0.8400059, 0.0196926, 0.1403015]",0,"[0.85753614, 0.019062018, 0.12340186]",0,"[0.8339904, 0.02485822, 0.14115137]",0,"[0.8369067, 0.0150451735, 0.14804819]",0,"[0.8812031, 0.0062932135, 0.112503625]",0,"[0.7727313, 0.009037267, 0.21823144]",0
133,tt0088933,"air force assistance was denied since the film portrayed the air force unrealistically, the image of the air force was portrayeo unprofessionally, and thirdly, the basic storyline is contrary to air force policy on ufo's the air force has always refused to provide assistance to stories that show ufos as real including close encounters of the third kind and star man.","[0.10070867, 0.88479084, 0.01450051]",1,"[0.0787664, 0.91216147, 0.009072108]",1,"[0.026923208, 0.9459087, 0.027167981]",1,"[0.06215081, 0.91709423, 0.02075497]",1,"[0.5771524, 0.38577253, 0.037075087]",0,"[0.10576977, 0.8811719, 0.013058381]",1
134,tt0050005,concurred with usarpac or army recommendation to let small production team to accompany army emt's in hawaii as they perform their mission.,"[0.87143624, 0.07489587, 0.05366788]",0,"[0.8608802, 0.05531292, 0.08380686]",0,"[0.7830028, 0.1690178, 0.047979295]",0,"[0.88218915, 0.060282703, 0.057528093]",0,"[0.94187856, 0.038893837, 0.01922762]",0,"[0.75301564, 0.22307475, 0.023909615]",0
135,tt0064177,"this is a classic science fiction, computer film in which computers built by the u.s. and the soviet union to control military activities join together to take over the world. no cooperation. military has a primary role in film but is portrayed as helpless to protect the world against computers.","[0.02124272, 0.96509904, 0.013658226]",1,"[0.16300838, 0.8019338, 0.03505779]",1,"[0.17389731, 0.740067, 0.086035654]",1,"[0.1028343, 0.8721227, 0.025043033]",1,"[0.7750772, 0.15614447, 0.06877832]",0,"[0.16249421, 0.7894715, 0.04803423]",1
136,tt0045638,"typical army story set in korea. army provided men, equipment, and technical advisor","[0.71980685, 0.014749599, 0.2654436]",0,"[0.6089534, 0.0127563495, 0.37829027]",0,"[0.85325545, 0.019716356, 0.12702811]",0,"[0.87426275, 0.015731689, 0.11000557]",0,"[0.96513593, 0.013524482, 0.021339588]",0,"[0.89585006, 0.019950038, 0.084199935]",0
137,tt0099291,denied because it had a very little or nothing to do with the army,"[0.18296465, 0.7815897, 0.035445735]",1,"[0.11755842, 0.86576265, 0.016678926]",1,"[0.09925993, 0.8689364, 0.031803656]",1,"[0.10259152, 0.8757067, 0.021701869]",1,"[0.7275432, 0.22513798, 0.047318865]",0,"[0.10091476, 0.8801955, 0.018889759]",1
138,tt0077362,"marines refused to provide assistance on story which contained reference to leathernecks in vietnam cutting ears off dead viet cong, portraying an officer suffering a breakdown from his war experiences and committing suicide, and a paralyzed vietnam vet attacking the marines. in fact, if script shot had been submitted, marines might have assisted. in any case film helped convince marine corps it was better to assist than to ignore.","[0.3224126, 0.5699214, 0.10766597]",1,"[0.42997056, 0.4850475, 0.08498196]",1,"[0.40021998, 0.47066233, 0.12911771]",1,"[0.33066592, 0.56905, 0.10028411]",1,"[0.58262444, 0.39292008, 0.024455512]",0,"[0.47263587, 0.168625, 0.3587391]",0
139,tt0040242,first post war movie about heaving bombing of germany. artificial with appearance of congressional committee seeking answers about combat losses. af provided planes and combat footage.,"[0.97855127, 0.01623271, 0.005216044]",0,"[0.96274966, 0.033526376, 0.0037240214]",0,"[0.95226663, 0.040447377, 0.007286006]",0,"[0.9702678, 0.024946498, 0.004785671]",0,"[0.9892358, 0.0074705835, 0.0032935962]",0,"[0.97556454, 0.019958263, 0.004477228]",0
140,tt0118884,"originally a fair amount of silly military depiction. negotiated civilianization of almost all military parts. minimal military depiction, but positive benign. allowed use of vehicles and helicopters for national guard sequence.","[0.063859716, 0.66684604, 0.2692943]",1,"[0.049838252, 0.79632586, 0.15383592]",1,"[0.048239388, 0.792924, 0.1588366]",1,"[0.052743845, 0.7658458, 0.18141042]",1,"[0.089247644, 0.64069396, 0.2700584]",1,"[0.06586102, 0.69835263, 0.23578636]",1
141,tt0017774,full navy cooperation on feature set in world war i.,"[0.0009200182, 0.0011507535, 0.9979292]",2,"[0.007840302, 0.008432548, 0.98372716]",2,"[0.021875422, 0.01466399, 0.9634606]",2,"[0.00042297432, 0.0009923554, 0.9985846]",2,"[0.27011806, 0.0080766035, 0.72180533]",2,"[0.0073192986, 0.004918769, 0.987762]",2
142,tt0298814,"after fairly lengthy script negotiations designed to increase military realism among the military characters and also to avoid the impression that the u.s. on its own and without any particular reason created a machine that could disrupt the earth's core and destroy the world. it was decided that, like nuclear deterrence, the u.s. build a version of the machine to prevent an adversary from using its already existing machine. assistance was modest, consisting primarily of filming fdr several days aboard a navy ship.","[0.5532346, 0.19510405, 0.25166142]",0,"[0.5130616, 0.4257087, 0.061229676]",0,"[0.44168228, 0.46888575, 0.08943199]",1,"[0.8860546, 0.038060483, 0.07588499]",0,"[0.8190904, 0.15090308, 0.030006582]",0,"[0.5204966, 0.43128756, 0.048215896]",0
143,tt0115956,"production company requested use of armored vehicles tanks, bradleys aircraft, installations, etc, but too many script concerns remained un resolved mutiny, cover up, etc. gave courtesy, informational assistance only. did concur with army setting up overnight vistt to fort irwin for actor denzel washington, which resulted in him making favorable comments during publicity interviews promoting the film.","[0.6116015, 0.29017934, 0.09821918]",0,"[0.84795296, 0.026901444, 0.12514563]",0,"[0.49759945, 0.39674962, 0.105650894]",0,"[0.5521064, 0.36066407, 0.0872296]",0,"[0.8988235, 0.07506508, 0.026111482]",0,"[0.66482764, 0.25543672, 0.07973569]",0
144,tt0047956,very limited assistance in the form of newsreel footage and advice,"[0.02476596, 0.956504, 0.018730072]",1,"[0.016228588, 0.9758474, 0.007923983]",1,"[0.02383985, 0.96562886, 0.01053126]",1,"[0.015572599, 0.97599375, 0.0084336465]",1,"[0.1515641, 0.82630575, 0.022130122]",1,"[0.017033668, 0.9731203, 0.009845976]",1
145,tt0035763,"first major submarine movie of world war ii. pure fantasy with american submarine on combat cruise in atlantic, sinks german ships and destroys a mythical nazi submarine supply base on an island in the north atlantic. navy provided full cooperation at the new london submarine base.","[0.07498034, 0.08428727, 0.84073246]",2,"[0.25954294, 0.24660242, 0.49385464]",2,"[0.068890244, 0.037219733, 0.89389]",2,"[0.002437414, 0.0018858592, 0.99567676]",2,"[0.21948035, 0.10382182, 0.6766978]",2,"[0.13015643, 0.12329846, 0.74654514]",2
146,tt0115965,"did not request assistance, date approximate. story of u.s. naval officer detailed to a russian submarine in post cold war era. finds terrorists in control of sub who want to fire missiles. u.s. officer saves the day.","[0.36067212, 0.5916642, 0.047663737]",1,"[0.4566943, 0.50408083, 0.039224863]",1,"[0.5040129, 0.37336323, 0.12262397]",0,"[0.48939168, 0.38939878, 0.121209554]",0,"[0.8102718, 0.14304239, 0.046685807]",0,"[0.512835, 0.3979123, 0.08925269]",0
147,tt0104020,"approved use of iowa air national guard to reenact their role in the rescue. accurate, positive depictions. all use of equipment and personnel. aired on cbs on february 24 very successful, 40 plus million viewers!","[0.004424584, 0.0039558494, 0.9916196]",2,"[0.02563616, 0.021596007, 0.95276785]",2,"[0.003932014, 0.0030821024, 0.9929859]",2,"[0.0076779244, 0.0068306355, 0.9854914]",2,"[0.18618321, 0.09886851, 0.71494824]",2,"[0.008408379, 0.007744445, 0.9838472]",2
148,tt0112740,filmmakers advised saav over telephone that they were not inclined to reduce arm ed mutiny to war of words or contest of wills. neither producer jerry bruckheimer nor director tony scott ever entered into actual negotiations   navy probably opposed to any kind of mutiny particularly an armed mutiny. saav faxed authorization for stock footage to mmrc in lieu of foia request.,"[0.2693508, 0.7192268, 0.011422485]",1,"[0.28156906, 0.7094977, 0.008933272]",1,"[0.2993071, 0.6835686, 0.017124273]",1,"[0.13631102, 0.8521478, 0.0115411645]",1,"[0.7229468, 0.24606562, 0.030987563]",0,"[0.30614933, 0.68368614, 0.010164524]",1
149,tt0054772,peacetime movie set in occupied japan with navy photo team setting up housekeeping in a geisha house. limited use of men and ships as background,"[0.0819983, 0.89941067, 0.018591097]",1,"[0.24288332, 0.73667103, 0.020445673]",1,"[0.05749849, 0.9192043, 0.023297211]",1,"[0.271706, 0.70171416, 0.02657991]",1,"[0.3228318, 0.6449838, 0.032184392]",1,"[0.05837664, 0.91400117, 0.027622202]",1
150,tt0049117,"love story set in days before d day. small scale landing filming on california coast north of los angeles. army provided limited assistance in form of technical advisor, equipment, and men","[0.0652153, 0.91222584, 0.022558881]",1,"[0.031698056, 0.95548123, 0.012820739]",1,"[0.5070384, 0.39807752, 0.09488413]",0,"[0.23188342, 0.73972285, 0.028393777]",1,"[0.60187286, 0.3566797, 0.041447442]",0,"[0.5008541, 0.42929018, 0.06985577]",0
151,tt0050283,"this is the classic portrayal of a d.i. turning recruits into marines. the corp's image had suffered from several training accidents in prior years and jack webb's portrayal helped reestablish the image of the corps as comprised of a few good men. marines provided full cooperation at parris island, locales, men, and equipment.","[0.24511127, 0.06937283, 0.6855159]",2,"[0.45641056, 0.13611168, 0.4074777]",0,"[0.46141037, 0.26505974, 0.27352992]",0,"[0.13895757, 0.051732384, 0.8093101]",2,"[0.7708539, 0.094514884, 0.13463129]",0,"[0.067528285, 0.026849678, 0.90562207]",2
152,tt0051519,army provided full cooperation on story based on fact of rangers in north africa and italy during world war ii. service provided men and equipment.,"[0.0016994275, 0.0009962999, 0.99730426]",2,"[0.001976864, 0.0011249521, 0.9968982]",2,"[0.0045870803, 0.0013665751, 0.99404633]",2,"[0.001788083, 0.001089422, 0.99712247]",2,"[0.4138894, 0.015111191, 0.5709994]",2,"[0.0034180554, 0.0011051794, 0.9954768]",2
153,tt0088979,film contains nothing positive for the air force or dod in authorizing use of stock footage for the project. date of 3dec1984 in data base. there is a 1985 film titled d.a.r.y. l. that might be same project film about a robot,"[0.22206615, 0.76741123, 0.010522601]",1,"[0.19027093, 0.79936117, 0.010367928]",1,"[0.35290787, 0.56638265, 0.08070952]",1,"[0.12602404, 0.8578879, 0.016088033]",1,"[0.67487544, 0.3080744, 0.01705015]",0,"[0.28240305, 0.70540935, 0.012187682]",1
154,tt0104057,"the department and the marine corp allowed the production to use undeveloped areas at marine corps depot, parris island, sc as taping locations, at no cost to the government and no interference.","[0.40505227, 0.052361116, 0.54258657]",2,"[0.56102484, 0.124867894, 0.31410727]",0,"[0.4821108, 0.08907018, 0.42881903]",0,"[0.4552977, 0.049697366, 0.49500498]",2,"[0.6852061, 0.07370595, 0.24108796]",0,"[0.36243033, 0.043014567, 0.59455514]",2
155,tt0106673,essentially non military picture. marine honor guard served as off duty extras to reenact a presidential arrival scene at the white house. courtesy assistance. allowed exterior filming at naval hospital bethesda for minor scene at the end of the film.,"[0.30181468, 0.67465854, 0.023526812]",1,"[0.25300974, 0.733813, 0.013177335]",1,"[0.44557783, 0.28817245, 0.26624975]",0,"[0.3473498, 0.615279, 0.037371133]",1,"[0.8310394, 0.14129438, 0.0276662]",0,"[0.38989618, 0.14001189, 0.47009188]",2
156,tt0319262,"essentially a natural disaster sci fi picture with little miltary portrayal aside from disaster relief, etc. approved participation of army national guard rotary wing, vehicles, military police with dogs, extras, etc, filming near fort bliss, iii. other rotary wing filming took place near montreal, canada.","[0.9699819, 0.008708928, 0.021309143]",0,"[0.93065, 0.014561355, 0.05478871]",0,"[0.9193997, 0.049692202, 0.0309081]",0,"[0.91363764, 0.062015615, 0.024346748]",0,"[0.97714746, 0.020100843, 0.0027516875]",0,"[0.93692845, 0.053266626, 0.0098049175]",0
157,tt0080594,award winning documentary on the building of the atomic bomb with interviews by many leading scientists and military men. most likely received use of documentary footage taken by corps of engineers during war.,"[0.65676165, 0.01758468, 0.3256537]",0,"[0.84896046, 0.033469427, 0.117570125]",0,"[0.80163664, 0.12947883, 0.068884574]",0,"[0.76502526, 0.17472334, 0.060251415]",0,"[0.99459344, 0.0015377087, 0.0038689265]",0,"[0.8482698, 0.018145828, 0.13358441]",0
158,tt0088993,approved use of army launch site no longer in active use used dod directive regarding real estate. ,"[0.69671303, 0.119539335, 0.18374763]",0,"[0.6450621, 0.15322648, 0.20171143]",0,"[0.7931768, 0.06642602, 0.14039724]",0,"[0.7889684, 0.15067737, 0.060354292]",0,"[0.96966636, 0.025533414, 0.0048001506]",0,"[0.8519621, 0.07813463, 0.069903255]",0
159,tt0097159,"the department of the air force, as well as, the department of defense, felt the script too many inaccuracies. the initial request for stock footage was denied.","[0.022969076, 0.9631154, 0.013915542]",1,"[0.019425776, 0.97166634, 0.008907923]",1,"[0.028990148, 0.89301795, 0.07799189]",1,"[0.06416991, 0.87428916, 0.06154094]",1,"[0.21717924, 0.7652911, 0.017529724]",1,"[0.022140674, 0.9691649, 0.008694408]",1
160,tt0043456,"classic science fiction film which received national guard cooperation on theory that if an alien appeared, the military would defend the nation.","[0.66470075, 0.047181334, 0.28811797]",0,"[0.63241655, 0.04904484, 0.3185386]",0,"[0.6121347, 0.18112129, 0.20674399]",0,"[0.60924774, 0.18219697, 0.20855525]",0,"[0.9220051, 0.020899976, 0.057094965]",0,"[0.65034544, 0.22338177, 0.12627283]",0
161,tt0970416,"this picture was filmed mostly in vancouver, b.c., with military equipment rented from various commercial vendors. general dynamics furnished an army stryker vehicle and crew for one scene, but the only actual assistance was provided on set by dod phil strub and army technical advisor lieutenant colonel todd breasseale. an extended writers guild strike had obviated making the usual page changes, so all issues had to be and were successfully resolved on set during production.","[0.8416116, 0.13362044, 0.024767943]",0,"[0.74435353, 0.20759328, 0.04805322]",0,"[0.5610998, 0.3964266, 0.042473644]",0,"[0.46711794, 0.5006944, 0.03218767]",1,"[0.8584357, 0.12479118, 0.016773127]",0,"[0.6707965, 0.29857197, 0.030631498]",0
162,tt0050294,"typical science fiction in which military is called in to defeat monster, limited help from army, navy, air force","[0.76341516, 0.17885546, 0.057729423]",0,"[0.7110363, 0.08301116, 0.20595255]",0,"[0.5673524, 0.06720167, 0.3654459]",0,"[0.6872737, 0.091898926, 0.22082745]",0,"[0.76128536, 0.20313668, 0.035577938]",0,"[0.541719, 0.36340135, 0.09487965]",0
163,tt0043459,story of german pow who agrees to spy for the united states during wwii. produced by frank mccarthy. received full cooperation from army for filming on location in germany,"[0.010930365, 0.0015604217, 0.9875092]",2,"[0.0066089397, 0.0013303241, 0.9920608]",2,"[0.4007269, 0.06959372, 0.52967936]",2,"[0.14270437, 0.018870601, 0.83842504]",2,"[0.9253284, 0.021253942, 0.053417668]",0,"[0.5635854, 0.1545691, 0.28184554]",0
164,tt0120647,"production company agreed to changes in script; we agreed to provide army national guard helicopters, vehicles hmvees, trucks for a few days of filming in l.a. area","[0.9119669, 0.04295253, 0.04508056]",0,"[0.90179384, 0.04318444, 0.05502169]",0,"[0.82756263, 0.13259497, 0.039842457]",0,"[0.7913352, 0.1722727, 0.03639208]",0,"[0.91966325, 0.07306902, 0.007267743]",0,"[0.8116202, 0.1662706, 0.02210929]",0
165,tt0050298,navy provided full cooperation on film about a quaker in the service who becomes a herd after early inability to fight.,"[0.0044615944, 0.0029031553, 0.9926353]",2,"[0.08302657, 0.067647815, 0.8493256]",2,"[0.074607484, 0.05198379, 0.87340873]",2,"[0.0013248579, 0.0011529941, 0.9975222]",2,"[0.6965704, 0.04050927, 0.2629203]",0,"[0.00894032, 0.006212841, 0.98484683]",2
166,tt0077416,"producers did not approach dod for help. ohio film bureau did request use of ang planes which gave dod a chance to critique script. found full of errors. no russian roulette, etc. producers had sought use of ang at youngstown airport","[0.3751509, 0.6091177, 0.015731445]",1,"[0.2506287, 0.73581296, 0.013558332]",1,"[0.3581399, 0.5970755, 0.04478455]",1,"[0.24117973, 0.73908603, 0.019734293]",1,"[0.8898316, 0.094320334, 0.015847992]",0,"[0.30719224, 0.6683275, 0.024480214]",1
167,tt0453467,"approved filming at camp minden, la army national guard site for approximately 20 days. various vehicles were employed that were not reasonably available from commercial sources. filming took place a various locations, including a bayonet assault course. approximately 10 soldiers operated and maintained the equipment and there were also a small number of off duty soldiers who performed as background extras.","[0.91107064, 0.08001558, 0.008913748]",0,"[0.8936251, 0.08847287, 0.017902073]",0,"[0.8289957, 0.15604652, 0.014957776]",0,"[0.7567508, 0.22272119, 0.02052801]",0,"[0.90626657, 0.08992457, 0.003808844]",0,"[0.8944597, 0.10025377, 0.0052865306]",0
168,tt0558592,"after reviewing the script, the dod and air force granted the use of stock footage of american soldiers returning home to cheering crowds and loved ones.","[0.8102345, 0.056167338, 0.13359816]",0,"[0.8176333, 0.06338343, 0.1189833]",0,"[0.74420255, 0.11649511, 0.13930237]",0,"[0.7920375, 0.119450636, 0.088511914]",0,"[0.9832372, 0.005210422, 0.011552404]",0,"[0.85892105, 0.088915944, 0.052162986]",0
169,tt0558564,"the air force gave assistance after reviewing the script and finding it lively, humorous, and good taste. it was a superb opportunity to bring exposure to a very impressive and uniquely military ceremony.","[0.0015427425, 0.001125966, 0.9973313]",2,"[0.0054001533, 0.0046589808, 0.9899409]",2,"[0.002191245, 0.0013316924, 0.99647707]",2,"[0.01794677, 0.01691342, 0.9651398]",2,"[0.0034835874, 0.0017506623, 0.99476576]",2,"[0.0056468053, 0.0038304625, 0.99052274]",2
170,tt0045682,us navy weather men go to gobi desert to collect weather information to use for attacks on japan. limited use of men and equipment,"[0.041008446, 0.8978467, 0.061144818]",1,"[0.07616296, 0.8394161, 0.08442095]",1,"[0.0566627, 0.8100076, 0.13332976]",1,"[0.36035585, 0.5321573, 0.10748683]",1,"[0.05883002, 0.90898955, 0.032180455]",1,"[0.021712562, 0.94103175, 0.037255716]",1
171,tt0035799,widely considered to be one of the best submarine movie of world war ii. received full cooperation in the research and development of script provided a submarine at mare island for exterior filming. created cliche of appendicitis operation aboard sub. film focuses on american sub which goes into tokyo bay to collect weather information for doolittle raid.,"[0.6005512, 0.34366423, 0.055784564]",0,"[0.5699452, 0.39449844, 0.035556395]",0,"[0.6817998, 0.24527533, 0.07292481]",0,"[0.5263629, 0.3438791, 0.12975803]",0,"[0.41856724, 0.061912794, 0.51952]",2,"[0.7695151, 0.15715472, 0.07333018]",0
172,tt0096271,"the navy, air force, and marine corps approved the film finding it suspenseful, exciting, and proof that it is of mutual advantage to producer and dod to work together. premiere in dc the department and the marine corps approved assistance to the production allowing the corps to provide office scenes.","[0.90260494, 0.06375758, 0.033637505]",0,"[0.8429881, 0.09974687, 0.05726507]",0,"[0.30580056, 0.0692535, 0.62494594]",2,"[0.004371069, 0.0017815321, 0.9938474]",2,"[0.9388618, 0.049277954, 0.011860263]",0,"[0.4500597, 0.014208119, 0.5357322]",2
173,tt0035800,story of the building and service of a destroyer during world war ii. navy gave access to shipyard and then supplied destroyer for filming at sea.,"[0.40626118, 0.5728246, 0.020914271]",1,"[0.47296017, 0.50902116, 0.01801869]",1,"[0.6998224, 0.21780895, 0.08236859]",0,"[0.28672415, 0.68016714, 0.033108674]",1,"[0.93617874, 0.037992176, 0.025829064]",0,"[0.6323902, 0.33311057, 0.03449928]",0
174,tt0054805,need addition information,"[0.84381384, 0.11257894, 0.04360729]",0,"[0.3680143, 0.586351, 0.045634735]",1,"[0.55721027, 0.21268909, 0.2301007]",0,"[0.56260186, 0.35241583, 0.08498228]",0,"[0.94739664, 0.02917432, 0.023429066]",0,"[0.6781522, 0.25495517, 0.066892646]",0
175,tt0026275,"marines and navy provided full cooperation for story about marine aviation in peacetime. film includes an air and sea assault exercise. however, film does not explain the different missions of navy and marine aviators flying from aircraft carriers. rare depiction of marine fliers taking off from aircraft carrier","[0.3069799, 0.4439708, 0.24904935]",1,"[0.5455967, 0.40752313, 0.0468801]",0,"[0.42301235, 0.43162972, 0.14535794]",1,"[0.06158415, 0.031821117, 0.90659475]",2,"[0.8844471, 0.08832409, 0.02722884]",0,"[0.3293026, 0.39196622, 0.27873114]",1
176,tt0062886,"typical group of misfits a la the dirty dozen, whom william holden molds into crack unit along with canadian contingent. received full army cooperation in form of men, locations, and equipment","[0.11611573, 0.009111542, 0.87477267]",2,"[0.015512121, 0.0020996064, 0.9823883]",2,"[0.61802435, 0.07309631, 0.30887932]",0,"[0.63104063, 0.06662829, 0.30233112]",0,"[0.9201995, 0.045143884, 0.034656633]",0,"[0.7431008, 0.06815137, 0.18874784]",0
